Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
15000.0,2008-04-03,working capital,0.0,0%,018xx,MA,10+ years,0.0
20000.0,2008-04-03,Home,634.0,14.82%,891xx,NV,< 1 year,0.0
25000.0,2008-04-03,Trying to consolidate,627.0,50.29%,921xx,CA,10+ years,0.0
15000.0,2008-04-03,Consolidate,763.0,30.8%,053xx,VT,9 years,0.0
1800.0,2008-04-03,Car Repairs,507.0,0.72%,278xx,NC,7 years,0.0
15000.0,2008-04-03,Help me keep it together,651.0,0%,223xx,VA,3 years,0.0
5000.0,2008-04-03,Please take a chance on us,655.0,0%,614xx,IL,1 year,0.0
10000.0,2008-04-03,Pay off credit cards,609.0,27.57%,100xx,NY,5 years,0.0
1500.0,2008-04-03,personal,437.0,0%,070xx,NJ,2 years,0.0
1500.0,2008-04-03,Engagement Ring,624.0,20.21%,302xx,GA,2 years,0.0
6500.0,2008-04-03,Starting with a Clean (Credit Card) Slat,714.0,28.55%,170xx,PA,2 years,0.0
3000.0,2008-04-03,"Washington, DC School trip for my son",685.0,6.07%,959xx,CA,10+ years,0.0
10000.0,2008-04-03,Small Business Start Up Money,733.0,13.8%,618xx,IL,3 years,0.0
2000.0,2008-04-03,Unsecured Personal Loan / Motorcycle ,0.0,0%,550xx,MN,< 1 year,0.0
3000.0,2008-04-03,Not debt free; closer though,589.0,7.24%,562xx,MN,4 years,0.0
20000.0,2008-04-03,working capital for advertising business,649.0,34.62%,186xx,PA,10+ years,0.0
15000.0,2008-04-03,Debts and  home improvement,,-1%,921xx,CA,10+ years,0.0
2175.0,2008-04-03,Laptop & Books needed for School,655.0,6.1%,551xx,MN,< 1 year,0.0
5000.0,2008-04-03,Consolidation,537.0,4.79%,488xx,MI,< 1 year,0.0
15000.0,2008-04-03,Consolidate debt + wedding,517.0,4.6%,551xx,MN,1 year,0.0
2000.0,2008-04-03,bill payoff,605.0,0%,985xx,WA,< 1 year,0.0
1000.0,2008-04-03,This would clear me up to buy a home,467.0,0%,928xx,CA,< 1 year,0.0
25000.0,2008-04-03,Business Purchase in the Caribbean,,-1%,040xx,ME,< 1 year,0.0
1500.0,2008-04-03,Visit to Germany,488.0,15.17%,331xx,FL,< 1 year,0.0
5000.0,2008-04-03,"""Please Help me""",0.0,0%,029xx,RI,2 years,0.0
4000.0,2008-04-03,Consolodation,619.0,8.62%,225xx,VA,10+ years,0.0
3000.0,2008-04-03,Move to Tennessee,0.0,0%,392xx,MS,2 years,0.0
10000.0,2008-04-03,Small Business Start up Cost,595.0,19.23%,777xx,TX,2 years,0.0
12000.0,2008-04-03,GO GREEN IN MY HOUSE,696.0,36.86%,923xx,CA,5 years,0.0
3300.0,2008-04-03,Back on Top,536.0,0%,722xx,AR,6 years,0.0
5000.0,2008-04-03,I need a car to get to work,523.0,0%,209xx,MD,3 years,0.0
10000.0,2008-04-03,"Getting rid of credit cards, finally!",604.0,22.02%,103xx,NY,1 year,0.0
8000.0,2008-04-03,To progress my life ,658.0,5.34%,191xx,PA,1 year,0.0
21000.0,2008-04-03,american dream,664.0,24.16%,462xx,IN,4 years,0.0
5000.0,2008-04-03,Consolidating High intrest credit cards,548.0,83.07%,347xx,FL,3 years,0.0
25000.0,2008-04-03,I JUST WANT A DECENT WEDDING DAY,518.0,1.8%,481xx,MI,5 years,0.0
10000.0,2008-04-03,Refinancing Personal Loan from Citi Bank,,-1%,117xx,NY,3 years,0.0
25000.0,2008-04-03,dvd rental kiosks,712.0,6.77%,337xx,FL,10+ years,0.0
600.0,2008-04-03,Credit Card Payoff,617.0,16.14%,347xx,FL,6 years,0.0
10000.0,2008-04-03,Building Matrixx Advisory and DentaLink ,528.0,1.17%,024xx,MA,< 1 year,0.0
15000.0,2008-04-03,debt_consolidation,762.0,0.22%,281xx,NC,< 1 year,0.0
6000.0,2008-04-03,Refi Cashcall,592.0,10.75%,211xx,MD,2 years,0.0
25000.0,2008-04-03,Indian View Dr.,590.0,12.86%,920xx,CA,10+ years,0.0
25000.0,2008-04-03,consolidate massive credit card debt,687.0,23.79%,934xx,CA,10+ years,0.0
8000.0,2008-04-03,need help out my huge debts,667.0,29.85%,335xx,FL,1 year,0.0
6000.0,2008-04-03,raymo's loan request,626.0,1.08%,210xx,MD,8 years,0.0
25000.0,2008-04-03,Consolidate_Credit_Card,706.0,12.75%,275xx,NC,7 years,0.0
3650.0,2008-04-03,MrFIXit4ME,408.0,0%,604xx,IL,10+ years,0.0
12000.0,2008-04-03,desperate wife,698.0,69.4%,945xx,CA,2 years,0.0
10000.0,2008-04-03,Consolidating High Interest Credit Cards,684.0,22.12%,764xx,TX,1 year,0.0
1000.0,2008-04-04,A young couple in trouble,0.0,0%,975xx,OR,< 1 year,0.0
1000.0,2008-04-04,Books,0.0,0.71%,294xx,SC,3 years,0.0
1000.0,2008-04-04,las vegas,473.0,0%,967xx,HI,1 year,0.0
5000.0,2008-04-04,A Need for Marketing Funds,592.0,9.74%,323xx,FL,< 1 year,0.0
18000.0,2008-04-04,Paying Off Two High Interest Loans,647.0,65.89%,033xx,NH,10+ years,0.0
18000.0,2008-04-04,personal,446.0,23.4%,285xx,NC,10+ years,0.0
3600.0,2008-04-04,DEBT HELP!,492.0,622.4%,372xx,TN,10+ years,0.0
20000.0,2008-04-04,20000 to pay off high interest debt,498.0,15.09%,483xx,MI,3 years,0.0
9250.0,2008-04-04,Need To Pay High Interest Credit Cards!,617.0,12.47%,431xx,OH,1 year,0.0
3000.0,2008-04-04,need money to buy small car,,-1%,281xx,NC,< 1 year,0.0
10000.0,2008-04-04,Dads Harley,578.0,14.88%,770xx,TX,< 1 year,0.0
5000.0,2008-04-04,starting own business,,-1%,451xx,OH,< 1 year,0.0
2475.0,2008-04-04,Improve my photography business,538.0,0%,460xx,IN,3 years,0.0
5000.0,2008-04-04,Personal,0.0,0%,328xx,FL,1 year,0.0
10000.0,2008-04-04,HARD WORKING WOMEN NEEDS HELP,560.0,4.12%,701xx,LA,1 year,0.0
25000.0,2008-04-04,New Start,786.0,27.81%,317xx,GA,< 1 year,0.0
2000.0,2008-04-04,Pay Down Highest Interest Debt,670.0,10.47%,440xx,OH,10+ years,0.0
2800.0,2008-04-04,Pay Off Principal on 4 Payday Loans,563.0,8.54%,362xx,AL,3 years,0.0
10000.0,2008-04-04,Debt Consolidation,576.0,11.23%,107xx,NY,4 years,0.0
25000.0,2008-04-04,Divorce Settlement,464.0,16.3%,535xx,WI,10+ years,0.0
6000.0,2008-04-04,"consolidating debt, wedding costs, etc..",,-1%,471xx,IN,2 years,0.0
5000.0,2008-04-04,TUMMY TUCK,516.0,13.05%,012xx,MA,10+ years,0.0
7500.0,2008-04-04,"Help with handicap son, and bills",680.0,22.95%,531xx,WI,4 years,0.0
25000.0,2008-04-04,Acquisition,695.0,24.38%,300xx,GA,10+ years,0.0
15000.0,2008-04-04,Spriraling down,537.0,10.63%,984xx,WA,10+ years,0.0
5000.0,2008-04-04,Taxes and Credit Cards,581.0,17.08%,330xx,FL,4 years,0.0
12000.0,2008-04-04,Good Credit just too much of it.....,648.0,33.09%,430xx,OH,10+ years,0.0
25000.0,2008-04-04,Working Capital for Magazine Business,,-1%,231xx,VA,10+ years,0.0
8200.0,2008-04-04,Loan To Settle Debts from Young Mistakes,549.0,1.73%,972xx,OR,1 year,0.0
5000.0,2008-04-04,repairs needed to maintain semi tractor,534.0,3.33%,617xx,IL,2 years,0.0
3000.0,2008-04-04,personal loan,471.0,10.62%,107xx,NY,10+ years,0.0
22000.0,2008-04-04,Business Money,633.0,13.03%,331xx,FL,1 year,0.0
15000.0,2008-04-04,Financing  help for small  business ,728.0,19.91%,207xx,MD,1 year,0.0
7000.0,2008-04-04,Recession Proof Investment,579.0,16.4%,219xx,MD,3 years,0.0
12450.0,2008-04-04,Teacher needs to Consolidate Credit debt,567.0,18.05%,338xx,FL,< 1 year,0.0
15000.0,2008-04-04,New Home Needs Work,544.0,43.18%,920xx,CA,4 years,0.0
25000.0,2008-04-04,HOME INPORVEMENT,503.0,5.54%,754xx,TX,< 1 year,0.0
4300.0,2008-04-04,help me get a new van,666.0,26.87%,604xx,IL,6 years,0.0
1000.0,2008-04-04,Project Debt Consolidation,479.0,22.11%,606xx,IL,6 years,0.0
16800.0,2008-04-04,Home rehab project,617.0,7.41%,484xx,MI,4 years,0.0
25000.0,2008-04-04,Experienced CEO Starting New Business,679.0,9.43%,921xx,CA,5 years,0.0
5000.0,2008-04-04,Trying to start again,488.0,0%,072xx,NJ,7 years,0.0
25000.0,2008-04-04,Baby on the way! Need to consolidate!,629.0,24.51%,463xx,IN,< 1 year,0.0
18500.0,2008-04-04,Consolidate all cc debt,676.0,49.95%,441xx,OH,10+ years,0.0
7000.0,2008-04-04,Getting out of debt,667.0,12.61%,371xx,TN,10+ years,0.0
4000.0,2008-04-04,New Job - Moving Expenses not covered,673.0,10.49%,482xx,MI,4 years,0.0
2000.0,2008-04-04,Paying off credit cards/merging consumer,643.0,9.65%,462xx,IN,1 year,0.0
5400.0,2008-04-04,The Last Piece of the Puzzle...,678.0,14.31%,020xx,MA,1 year,0.0
10000.0,2008-04-04,Home remodeling and Masters degree!,641.0,6.43%,648xx,MO,5 years,0.0
25000.0,2008-04-04,"Two new garages,main water line & fence",546.0,2.42%,606xx,IL,< 1 year,0.0
16000.0,2008-04-04,loans for a better life,456.0,0.75%,190xx,PA,2 years,0.0
15000.0,2008-04-05,Growing Business - Credit Card Hell,637.0,48.51%,662xx,KS,2 years,0.0
20000.0,2008-04-05,Start up for Real Estate Investment!,704.0,545.88%,199xx,DE,6 years,0.0
15000.0,2008-04-05,Never been late - consolidate CC debts,745.0,21.45%,913xx,CA,2 years,0.0
1000.0,2008-04-05,my dream come true,504.0,13.37%,373xx,TN,2 years,0.0
1000.0,2008-04-05,my dream loan,535.0,2%,373xx,TN,3 years,0.0
25000.0,2008-04-05,Paying off higher rate credit cards,690.0,26.18%,927xx,CA,9 years,0.0
10000.0,2008-04-05,Consolidation,712.0,26.35%,490xx,MI,4 years,0.0
25000.0,2008-04-05,Consolidate bills,619.0,206.13%,923xx,CA,5 years,0.0
1000.0,2008-04-05,Breathing again,445.0,21.95%,750xx,TX,7 years,0.0
25000.0,2008-04-05,Looking to pay off high rate loans,642.0,60.91%,294xx,SC,2 years,0.0
15000.0,2008-04-05,Help for down payment,712.0,27.49%,100xx,NY,3 years,0.0
7000.0,2008-04-05,Pay off Credit Card debt,687.0,5.25%,982xx,WA,< 1 year,0.0
5000.0,2008-04-05,kitchen Remodel,703.0,14.34%,970xx,OR,8 years,0.0
5000.0,2008-04-05,Aiming for a better rate than SallieMae,677.0,9.63%,606xx,IL,1 year,0.0
1500.0,2008-04-05,Please help me save my car.,575.0,0%,302xx,GA,< 1 year,0.0
12000.0,2008-04-05,to expand my cleaning buisness,536.0,0%,069xx,CT,3 years,0.0
4000.0,2008-04-05,Personal Loan Needed,536.0,2.5%,606xx,IL,10+ years,0.0
7500.0,2008-04-05,Financing for the recording of an album,0.0,0%,285xx,NC,7 years,0.0
5000.0,2008-04-05,pay off bills,481.0,19.09%,597xx,MT,< 1 year,0.0
5000.0,2008-04-05,Desperate need of a personal loan,426.0,22.45%,357xx,AL,< 1 year,0.0
5000.0,2008-04-05,Struggling,497.0,0%,104xx,NY,5 years,0.0
5500.0,2008-04-05,Single Mother Trying To Catch Up,450.0,5.07%,859xx,AZ,< 1 year,0.0
10000.0,2008-04-05,businesss improvements,603.0,25.03%,100xx,NY,10+ years,0.0
25000.0,2008-04-05,business expansion,690.0,21.71%,465xx,IN,10+ years,0.0
25000.0,2008-04-05,Consolidate my debt,616.0,33.29%,756xx,TX,6 years,0.0
20000.0,2008-04-05,To skip bankruptcy,480.0,3.6%,594xx,MT,9 years,0.0
3000.0,2008-04-05,Loan,533.0,47.52%,323xx,FL,< 1 year,0.0
4000.0,2008-04-05,Credit card debit,602.0,21.03%,322xx,FL,5 years,0.0
8000.0,2008-04-05,car loan,442.0,0%,658xx,MO,1 year,0.0
25000.0,2008-04-05,closing cost for home,,-1%,145xx,NY,3 years,0.0
3500.0,2008-04-05,paying off a higher interest loan,627.0,9.86%,104xx,NY,1 year,0.0
6000.0,2008-04-05,Sugar,584.0,21.87%,752xx,TX,10+ years,0.0
10000.0,2008-04-05,Real estate,569.0,0.86%,086xx,NJ,7 years,0.0
5000.0,2008-04-05,no credit established to buy a car,0.0,0%,141xx,NY,2 years,0.0
10000.0,2008-04-05,No heat,684.0,18.95%,435xx,OH,2 years,0.0
4000.0,2008-04-05,Used Car Loan,491.0,1.67%,236xx,VA,< 1 year,0.0
10000.0,2008-04-05,used car loan,400.0,0%,442xx,OH,1 year,0.0
5000.0,2008-04-05,Helpin Out,540.0,1.43%,740xx,OK,2 years,0.0
4500.0,2008-04-05,zero balance,418.0,13.5%,731xx,OK,9 years,0.0
1000.0,2008-04-05,School,517.0,0%,117xx,NY,< 1 year,0.0
25000.0,2008-04-05,Looking to Expand,0.0,0%,507xx,IA,5 years,0.0
1500.0,2008-04-05,motorcycle loan,0.0,0%,550xx,MN,< 1 year,0.0
11000.0,2008-04-05,No more credit cards,569.0,23.7%,206xx,MD,4 years,0.0
1000.0,2008-04-05,Medical,,-1%,275xx,NC,1 year,0.0
2500.0,2008-04-05,personal,521.0,8.95%,033xx,NH,4 years,0.0
5000.0,2008-04-05,Please help me buy my first home,508.0,15.32%,462xx,IN,< 1 year,0.0
20000.0,2008-04-05,Pay off Debts,599.0,22.89%,277xx,NC,1 year,0.0
25000.0,2008-04-05,Debt consolidation,636.0,6816%,480xx,MI,1 year,0.0
1500.0,2008-04-05,Debt Consolidation,588.0,4.99%,482xx,MI,9 years,0.0
10000.0,2008-04-05,get out of debt,465.0,44.09%,288xx,NC,1 year,0.0
2500.0,2008-04-05,Need help moving on,549.0,16.83%,770xx,TX,10+ years,0.0
25000.0,2008-04-05,in need of money to start over in life,439.0,11.84%,550xx,MN,4 years,0.0
2500.0,2008-04-05,Lower my interst rates,649.0,35.86%,197xx,DE,8 years,0.0
1000.0,2008-04-05,Business,0.0,0%,327xx,FL,4 years,0.0
5000.0,2008-04-05,new home,,-1%,319xx,GA,10+ years,0.0
7000.0,2008-04-05,Consolidate debt and home repairs,674.0,34.73%,327xx,FL,3 years,0.0
5000.0,2008-04-05,Used Car,499.0,0%,275xx,NC,< 1 year,0.0
12500.0,2008-04-05,home improvement and loan consolidation,,-1%,152xx,PA,5 years,0.0
1000.0,2008-04-05,consolidation,576.0,29.95%,193xx,PA,2 years,0.0
18000.0,2008-04-05,Debt Consolidation,675.0,29.2%,235xx,VA,3 years,0.0
3000.0,2008-04-05,Army Family Finally Getting Back Togethe,502.0,48.27%,458xx,OH,1 year,0.0
25000.0,2008-04-05,Debt Relief,637.0,23.55%,280xx,NC,1 year,0.0
7500.0,2008-04-05,Want to pay down high cc debt,657.0,22.42%,528xx,IA,< 1 year,0.0
1500.0,2008-04-05,Need to consolidate,554.0,27.22%,502xx,IA,< 1 year,0.0
2000.0,2008-04-05,towards computer course,,-1%,700xx,LA,1 year,0.0
10000.0,2008-04-05,get out of debt loan,484.0,37.38%,182xx,PA,2 years,0.0
3000.0,2008-04-05,Debt,,-1%,303xx,GA,5 years,0.0
10000.0,2008-04-05,Consolidating,,-1%,432xx,OH,3 years,0.0
7500.0,2008-04-05,d2bills,592.0,32.76%,453xx,OH,4 years,0.0
12000.0,2008-04-05,Victory Vegas Motorcycle,681.0,21.02%,146xx,NY,< 1 year,0.0
9000.0,2008-04-05,MORTGAGE LOAN,438.0,15.51%,604xx,IL,5 years,0.0
7000.0,2008-04-05,paying off my last too loans,649.0,0%,731xx,OK,< 1 year,0.0
15000.0,2008-04-05,kensdept,517.0,28.02%,156xx,PA,6 years,0.0
2500.0,2008-04-05,Being a grownup SUCKS!,436.0,2.86%,493xx,MI,2 years,0.0
2500.0,2008-04-05,My credit freedom,656.0,7.84%,222xx,VA,< 1 year,0.0
5000.0,2008-04-05,2 Purpose Loan,484.0,11.19%,505xx,IA,< 1 year,0.0
15000.0,2008-04-05,expand business,682.0,14.86%,071xx,NJ,10+ years,0.0
2500.0,2008-04-05,pay off 401k loan,445.0,16.5%,628xx,IL,4 years,0.0
1500.0,2008-04-05,Electrical Problems,0.0,8.3%,136xx,NY,3 years,0.0
7000.0,2008-04-05,debt consolidation,609.0,3.88%,080xx,NJ,< 1 year,0.0
2500.0,2008-04-05,Truck loan,742.0,4.79%,531xx,WI,< 1 year,0.0
10000.0,2008-04-05,moving cost more than expected,0.0,0%,337xx,FL,3 years,0.0
3000.0,2008-04-05,Replace Sewer Line,700.0,10.68%,194xx,PA,< 1 year,0.0
25000.0,2008-04-05,Candle business to consolidate debt,684.0,24.27%,484xx,MI,1 year,0.0
5000.0,2008-04-05,Mom fresh out of college!!,545.0,0%,395xx,MS,< 1 year,0.0
6800.0,2008-04-05,truck refinance,676.0,21.94%,049xx,ME,< 1 year,0.0
5000.0,2008-04-05,.trying to get my life back,,-1%,802xx,CO,7 years,0.0
7500.0,2008-04-05,Consolidate High Interest Credit Cards,648.0,26.1%,606xx,IL,7 years,0.0
3000.0,2008-04-05,Credit Card Refinance,619.0,52.9%,597xx,MT,2 years,0.0
15000.0,2008-04-05,pay off my credit cards,650.0,22.75%,157xx,PA,10+ years,0.0
7000.0,2008-04-05,BUSINESS START UP LEASE,503.0,5.16%,787xx,TX,4 years,0.0
25000.0,2008-04-05,CRNA School,700.0,6.4%,152xx,PA,8 years,0.0
1500.0,2008-04-05,New Gardener/Lawn Business Growth,518.0,0%,662xx,KS,3 years,0.0
8500.0,2008-04-05,Investing into my business,751.0,17.01%,279xx,NC,1 year,0.0
7000.0,2008-04-05,New business,490.0,242.14%,647xx,MO,4 years,0.0
22500.0,2008-04-05,Animal Rescue Needs a Tractor,573.0,1.5%,342xx,FL,9 years,0.0
25000.0,2008-04-05,Trusted borrower,640.0,31.02%,553xx,MN,7 years,0.0
1500.0,2008-04-05,freedom at last,487.0,9.48%,483xx,MI,10+ years,0.0
5000.0,2008-04-05,Expenses,527.0,3.56%,293xx,SC,4 years,0.0
10000.0,2008-04-05,Preparing for Education Investment,690.0,17.17%,571xx,SD,1 year,0.0
7000.0,2008-04-05,Debt Consolidation,740.0,43.23%,681xx,NE,10+ years,0.0
25000.0,2008-04-05,Pay Credit  Cards,625.0,25.28%,300xx,GA,5 years,0.0
3500.0,2008-04-05,refi,682.0,8.94%,288xx,NC,10+ years,0.0
25000.0,2008-04-05,a line of credit for my business,699.0,51.87%,604xx,IL,6 years,0.0
25000.0,2008-04-05,Financing Request,552.0,24.54%,103xx,NY,5 years,0.0
2500.0,2008-04-05,Bad Credit Loan,503.0,90%,171xx,PA,< 1 year,0.0
5000.0,2008-04-05,Need to consolidate debt,599.0,8.95%,235xx,VA,9 years,0.0
7000.0,2008-04-05,Personal Loan,498.0,0%,306xx,GA,< 1 year,0.0
15000.0,2008-04-05,loan for starting business,0.0,0%,274xx,NC,< 1 year,0.0
20000.0,2008-04-05,Debt relief,552.0,25.9%,750xx,TX,1 year,0.0
16000.0,2008-04-05,Invention,521.0,11.46%,641xx,MO,3 years,0.0
23000.0,2008-04-05,Credit Card Elimination!!!,711.0,39.54%,481xx,MI,10+ years,0.0
25000.0,2008-04-05,Debt consolidation,643.0,7.47%,076xx,NJ,8 years,0.0
1000.0,2008-04-05,Starting over,551.0,21.41%,373xx,TN,3 years,0.0
6000.0,2008-04-05,Masteral Saints,645.0,25.87%,782xx,TX,6 years,0.0
3000.0,2008-04-05,I just need a little help,,-1%,792xx,TX,< 1 year,0.0
15000.0,2008-04-05,Debt Consolidation,697.0,46.04%,770xx,TX,6 years,0.0
2500.0,2008-04-05,Borrowing,401.0,8.4%,218xx,MD,10+ years,0.0
25000.0,2008-04-05,To take care of my sick 77yr old mother,410.0,26.23%,150xx,PA,< 1 year,0.0
5000.0,2008-04-05,Consolidation ,503.0,20.14%,119xx,NY,10+ years,0.0
5000.0,2008-04-05,This loan will be payed off in 6 months ,465.0,1.16%,986xx,WA,10+ years,0.0
10000.0,2008-04-05,Payoff of Small Loans,515.0,62.75%,744xx,OK,1 year,0.0
25000.0,2008-04-05,pay off existing debt.,485.0,13.68%,087xx,NJ,< 1 year,0.0
10000.0,2008-04-05,Advertising loan,600.0,9.12%,170xx,PA,10+ years,0.0
4000.0,2008-04-05,Help me send my kids to christian school,530.0,1.07%,234xx,VA,3 years,0.0
25000.0,2008-04-05,to open business,441.0,0.28%,748xx,OK,< 1 year,0.0
25000.0,2008-04-05,mae wilson,480.0,5.11%,372xx,TN,8 years,0.0
5000.0,2008-04-05,Moving my family back to Atlanta,578.0,15.42%,303xx,GA,< 1 year,0.0
5000.0,2008-04-05,"school, relocation and consolidation",593.0,0.96%,495xx,MI,3 years,0.0
18000.0,2008-04-05,Fitness Center Updates,674.0,28.1%,441xx,OH,2 years,0.0
25000.0,2008-04-05,Lowering interest to pay off debt sooner,,-1%,730xx,OK,1 year,0.0
15000.0,2008-04-05,Debt Consolidation,592.0,11.65%,235xx,VA,1 year,0.0
1000.0,2008-04-05,starr enterprise,691.0,54.12%,300xx,GA,< 1 year,0.0
5000.0,2008-04-05,Help with my mortgage,453.0,184.82%,493xx,MI,5 years,0.0
11000.0,2008-04-05,request loan for car or motorbike please,669.0,1.2%,480xx,MI,< 1 year,0.0
5000.0,2008-04-05,Non Profit Start up Funds,0.0,0%,750xx,TX,< 1 year,0.0
20000.0,2008-04-05,BailBond Agent to start own business,703.0,21.95%,336xx,FL,3 years,0.0
23000.0,2008-04-05,Credit Card Consolidation,713.0,25.06%,483xx,MI,1 year,0.0
3500.0,2008-04-05,better rate,503.0,2.1%,837xx,ID,< 1 year,0.0
25000.0,2008-04-05,Consolidation,678.0,23.91%,900xx,CA,6 years,0.0
20000.0,2008-04-05,credit card 24%,646.0,51.51%,558xx,MN,3 years,0.0
25000.0,2008-04-05,BUSINESS INVENTORY,808.0,9.98%,276xx,NC,2 years,0.0
20000.0,2008-04-05,Business Credit Loan,689.0,0%,582xx,ND,2 years,0.0
19500.0,2008-04-05,credit card payoff,675.0,58.82%,762xx,TX,2 years,0.0
20000.0,2008-04-05,Bad times,524.0,59.6%,481xx,MI,< 1 year,0.0
25000.0,2008-04-05,PAY MY BUILDING CONTRACTOR,,-1%,370xx,TN,5 years,0.0
10000.0,2008-04-05,NEED,553.0,20.34%,751xx,TX,4 years,0.0
20000.0,2008-04-05,Help Haiti,490.0,0%,328xx,FL,1 year,0.0
12000.0,2008-04-05,Simpson Loan,478.0,24.6%,078xx,NJ,1 year,0.0
5000.0,2008-04-05,Investment Property,,-1%,495xx,MI,3 years,0.0
15000.0,2008-04-05,Consolidate credit card debt,579.0,15.34%,490xx,MI,< 1 year,0.0
25000.0,2008-04-05,Expanding Existing Telecom Business,679.0,23%,370xx,TN,3 years,0.0
5500.0,2008-04-05,Rhonda's debt consolidation,489.0,72.98%,584xx,ND,5 years,0.0
18000.0,2008-04-05,Drowning in interest,460.0,1.3%,170xx,PA,3 years,0.0
5000.0,2008-04-05,Helping Daughter with medical expenses,480.0,0%,654xx,MO,1 year,0.0
25000.0,2008-04-05,Business,594.0,8.17%,551xx,MN,7 years,0.0
2000.0,2008-04-05,Apartment,0.0,0%,104xx,NY,1 year,0.0
13000.0,2008-04-05,get out of debt,533.0,43.09%,729xx,AR,3 years,0.0
25000.0,2008-04-05,Making Dreams come true,533.0,20.8%,766xx,TX,5 years,0.0
10000.0,2008-04-05,pay off debts,574.0,7.66%,190xx,PA,10+ years,0.0
21000.0,2008-04-05,yes,522.0,316.32%,544xx,WI,< 1 year,0.0
15000.0,2008-04-05,to restart my antiques bussiness,544.0,0%,037xx,NH,1 year,0.0
20000.0,2008-04-05,Caring for a special needs child,455.0,76.06%,272xx,NC,10+ years,0.0
25000.0,2008-04-05,Finishing an uncompleted home,765.0,14.91%,805xx,CO,10+ years,0.0
6000.0,2008-04-05,I want to be the lender.,461.0,7.29%,473xx,IN,10+ years,0.0
15000.0,2008-04-05,Creditcards,729.0,39.72%,770xx,TX,10+ years,0.0
20000.0,2008-04-05,purchase car,479.0,3.13%,330xx,FL,10+ years,0.0
12000.0,2008-04-05,To Pay Off All Of Credit Cards,479.0,36.74%,187xx,PA,4 years,0.0
20000.0,2008-04-05,land purchase,416.0,25.29%,737xx,OK,< 1 year,0.0
5000.0,2008-04-05,Expanding business,701.0,19.32%,032xx,NH,3 years,0.0
4000.0,2008-04-05,Buying Auto,550.0,12.33%,273xx,NC,< 1 year,0.0
10000.0,2008-04-05,new begining,531.0,23.67%,171xx,PA,3 years,0.0
20000.0,2008-04-05,Automated Marketing Services,670.0,40.21%,597xx,MT,1 year,0.0
16000.0,2008-04-05,SALARY FOR THREE MONTHS,416.0,62.4%,331xx,FL,1 year,0.0
21000.0,2008-04-05,Paying Off American Express Credit Card ,716.0,15.34%,201xx,VA,4 years,0.0
5000.0,2008-04-05,"tax, credit cards",639.0,0.72%,221xx,VA,2 years,0.0
7500.0,2008-04-05,operatingcapital,503.0,142.2%,279xx,NC,10+ years,0.0
20000.0,2008-04-05,DEBT CONSOLIDATION,547.0,61.82%,601xx,IL,8 years,0.0
10000.0,2008-04-05,The Chucago Pollster Co.,417.0,1.35%,608xx,IL,6 years,0.0
20000.0,2008-04-05,Simplify Monthly payments,602.0,39.87%,300xx,GA,6 years,0.0
6000.0,2008-04-05,securing a better life for my family,471.0,1.15%,228xx,VA,2 years,0.0
5000.0,2008-04-05,need desperately,447.0,0.66%,295xx,SC,1 year,0.0
16000.0,2008-04-05,Consolidate Debt,657.0,16.64%,302xx,GA,10+ years,0.0
6500.0,2008-04-05,Single Mommy,416.0,19.84%,773xx,TX,10+ years,0.0
5000.0,2008-04-05,I need help in moving into Apartment,540.0,19.11%,112xx,NY,10+ years,0.0
25000.0,2008-04-05,High Interest Debt - Pls Help Me,620.0,33.68%,606xx,IL,3 years,0.0
25000.0,2008-04-05,Home repairs,496.0,22.18%,112xx,NY,10+ years,0.0
20000.0,2008-04-05,building,677.0,7.13%,494xx,MI,1 year,0.0
10000.0,2008-04-05,Small Business Loan,613.0,0.87%,322xx,FL,3 years,0.0
5000.0,2008-04-05,Auto Loan needed ASAP,599.0,9.27%,236xx,VA,1 year,0.0
5000.0,2008-04-05,Need to pay off credit card debt,449.0,2.6%,253xx,WV,8 years,0.0
10000.0,2008-04-05,Debt Consolodation,558.0,17.02%,900xx,CA,4 years,0.0
25000.0,2008-04-05,Auto Loan Refinancing,504.0,9.66%,941xx,CA,5 years,0.0
10000.0,2008-04-05,credit card consolidation,539.0,8.33%,945xx,CA,10+ years,0.0
3000.0,2008-04-05,Consolidate Credit cards,621.0,0%,940xx,CA,4 years,0.0
5000.0,2008-04-05,I need a car for my new job. Please help,489.0,0.86%,982xx,WA,2 years,0.0
3000.0,2008-04-05,help with credit cards,617.0,6.42%,941xx,CA,1 year,0.0
18500.0,2008-04-05,Debt Consolidation,629.0,42%,939xx,CA,< 1 year,0.0
25000.0,2008-04-05,Business loan,712.0,47.67%,480xx,MI,3 years,0.0
7500.0,2008-04-05,Consolidate,642.0,1.3%,857xx,AZ,8 years,0.0
10000.0,2008-04-05,Jim's Lending Club Loan,577.0,15.38%,774xx,TX,2 years,0.0
